,location,total_sqft,bath,price,bhk,encoded_loc
7850,Yelahanka,2500.0,3,120.0,5,226
7851,Sarjapur  Road,1130.0,2,55.0,2,194
7852,Bellandur,1049.0,2,51.0,2,40
7853,Amruthahalli,2650.0,4,175.0,3,14
7854,Varthur Road,850.0,2,25.4,2,218
7855,Jakkur,1282.0,2,72.0,2,110
7856,Kalena Agrahara,800.0,2,40.0,2,121
7857,Magadi Road,1318.0,2,68.0,3,155
7858,Kanakpura Road,1698.0,2,105.0,2,127
7859,other,1555.0,2,67.0,3,230
7860,Sarjapur  Road,1881.0,3,145.0,3,194
7861,Yelahanka,1890.0,3,109.0,3,226
7862,Old Madras Road,935.0,2,32.0,2,177
7863,Cox Town,1000.0,2,58.0,2,62
7864,Singasandra,1510.0,3,75.0,3,201
7865,Uttarahalli,1120.0,2,50.0,2,216
7866,Ananth Nagar,930.0,2,25.99,2,16
7867,Talaghattapura,1175.0,2,62.0,2,208
7868,Bellandur,1350.0,2,63.0,3,40
7869,Anjanapura,1076.0,2,30.13,2,18
7870,other,2180.0,4,115.0,4,230
7871,Kasavanhalli,1715.0,3,112.0,3,130
7872,Hebbal,1072.0,2,45.0,2,92
7873,Panathur,1230.0,2,80.0,2,180
7874,Murugeshpalya,1600.0,2,65.0,3,165
7875,Thanisandra,1411.0,3,93.25,3,209
7876,Rayasandra,3600.0,5,145.0,5,189
7877,Jalahalli,2404.0,3,138.0,3,111
7878,Doddathoguru,1208.0,3,45.0,3,70
7879,Haralur Road,1225.0,2,69.84,2,90
7880,Hebbal,1162.0,2,69.0,2,92
7881,Thanisandra,1262.0,2,65.0,3,209
7882,other,1050.0,2,35.0,2,230
7883,Channasandra,1500.0,3,61.95,3,56
7884,other,1610.0,3,85.0,3,230
7885,Whitefield,1340.0,2,41.0,2,224
7886,Sarjapur  Road,2275.0,4,182.0,3,194
7887,other,3150.0,3,135.0,4,230
7888,Hosa Road,1170.0,2,65.0,2,101
7889,Channasandra,1800.0,3,60.0,3,56
7890,Banashankari Stage VI,1423.0,2,71.73,3,30
7891,Kaggadasapura,1106.0,2,40.0,2,118
7892,other,1255.0,2,56.7,2,230
7893,Babusapalaya,1061.0,2,38.95,2,24
7894,other,600.0,2,29.5,2,230
7895,Electronic City Phase II,1400.0,2,40.45,3,75
7896,Domlur,2100.0,3,145.0,3,71
7897,Kengeri,633.0,1,18.0,2,135
7898,other,1334.0,2,55.43,2,230
7899,Hennur Road,2047.0,3,67.55,3,96
7900,other,2597.0,4,189.0,4,230
7901,Bellandur,1211.0,2,63.0,2,40
7902,Hennur Road,1904.0,3,129.0,3,96
7903,Balagere,1205.0,2,73.87,2,25
7904,Yeshwanthpur,1164.0,2,64.08,2,229
7905,other,1410.0,2,73.0,2,230
7906,other,1150.0,2,42.0,2,230
7907,other,1170.0,2,53.11,2,230
7908,Hennur,1420.0,2,62.0,2,95
7909,Panathur,1125.0,2,45.0,2,180
7910,NRI Layout,1789.0,3,75.0,3,168
7911,Hulimavu,1021.0,2,76.0,2,105
7912,Kalena Agrahara,1222.0,2,48.0,2,121
7913,Hennur Road,1981.0,3,134.0,3,96
7914,Yelachenahalli,1103.0,2,55.0,2,225
7915,other,1201.0,2,65.0,2,230
7916,Sarjapur  Road,970.0,2,36.0,2,194
7917,Sarjapur,920.0,2,33.0,2,193
7918,Yeshwanthpur,1520.0,3,85.0,3,229
7919,Sonnenahalli,1268.0,2,75.0,3,204
7920,other,660.0,1,30.0,1,230
7921,Harlur,1755.0,3,115.0,3,91
7922,Hoskote,945.0,2,35.0,2,103
7923,8th Phase JP Nagar,500.0,1,33.0,1,7
7924,Harlur,4145.0,4,153.5,4,91
7925,Bommenahalli,1632.0,3,140.0,4,50
7926,Rachenahalli,1167.0,2,37.5,2,183
7927,Domlur,1276.0,2,80.0,2,71
7928,Thanisandra,1234.0,2,51.0,2,209
7929,ISRO Layout,1370.0,2,87.0,3,106
7930,Electronic City,1400.0,3,90.0,3,74
7931,other,1050.0,2,40.0,2,230
7932,Ramagondanahalli,1251.0,2,46.0,2,187
7933,Yeshwanthpur,1677.0,3,92.13,3,229
7934,Sarjapur  Road,1346.0,2,67.38,2,194
7935,Electronic City Phase II,1090.0,2,31.48,2,75
7936,Kanakapura,1290.0,2,51.1,3,126
7937,Garudachar Palya,1150.0,2,52.0,2,79
7938,other,950.0,2,65.0,2,230
7939,Ramamurthy Nagar,1050.0,2,51.66,2,188
7940,Hoodi,1660.0,3,131.0,3,97
7941,Nagavarapalya,1134.0,2,55.0,2,172
7942,Hebbal,1100.0,2,60.0,2,92
7943,Magadi Road,800.0,4,60.0,4,155
7944,other,980.0,3,80.0,3,230
7945,other,1080.0,2,37.8,2,230
7946,CV Raman Nagar,705.0,2,50.0,1,53
7947,other,1200.0,2,35.0,3,230
7948,Anandapura,1200.0,2,50.0,2,15
7949,Talaghattapura,1804.0,3,127.0,3,208
7950,other,420.0,1,25.0,2,230
7951,Battarahalli,1090.0,2,38.37,2,37
7952,Electronic City,1287.0,3,55.0,3,74
7953,Thigalarapalya,2215.0,4,157.0,3,210
7954,Sarjapur  Road,1045.0,2,42.15,2,194
7955,Hormavu,1263.0,2,47.36,2,100
7956,Whitefield,1431.0,3,85.0,3,224
7957,Dommasandra,999.0,2,32.9,2,72
7958,other,1535.0,3,72.0,3,230
7959,Marathahalli,2524.0,5,180.0,4,161
7960,7th Phase JP Nagar,2095.0,3,150.0,3,6
7961,Yelahanka New Town,284.0,1,8.0,1,227
7962,other,1265.0,2,68.0,2,230
7963,Kudlu Gate,1215.0,2,44.96,2,148
7964,Yelahanka New Town,2200.0,2,180.0,2,227
7965,Electronics City Phase 1,1028.0,2,51.0,2,76
7966,Hegde Nagar,1835.0,2,92.0,3,94
7967,Munnekollal,1800.0,3,65.0,3,164
7968,1st Phase JP Nagar,2077.0,3,175.0,3,1
7969,Sarjapur  Road,2880.0,3,211.0,4,194
7970,Dasanapura,708.0,2,31.15,2,63
7971,Hosakerehalli,925.0,2,46.25,2,102
7972,Bannerghatta Road,2826.0,3,148.0,3,34
7973,Kanakpura Road,648.5,1,33.66,1,127
7974,other,3500.0,4,150.0,4,230
7975,other,5400.0,4,250.0,4,230
7976,Amruthahalli,1450.0,2,90.0,3,14
7977,Kasavanhalli,1100.0,2,65.0,2,130
7978,Kadubeesanahalli,1185.0,2,55.0,2,116
7979,9th Phase JP Nagar,1900.0,4,80.0,4,8
7980,other,660.0,1,35.0,1,230
7981,Ambedkar Nagar,1920.0,4,121.0,3,13
7982,Sarjapur  Road,3418.0,2,222.0,4,194
7983,1st Phase JP Nagar,4550.0,2,240.0,4,1
7984,Bhoganhalli,1205.0,2,68.32,2,43
7985,Haralur Road,1200.0,2,46.0,2,90
7986,Akshaya Nagar,1421.0,2,73.0,3,11
7987,6th Phase JP Nagar,1250.0,3,48.9,3,5
7988,Whitefield,524.0,1,29.0,1,224
7989,HSR Layout,4200.0,5,245.0,5,89
7990,Rachenahalli,985.0,2,50.17,2,183
7991,Whitefield,2830.0,4,161.0,4,224
7992,other,1140.0,2,60.0,2,230
7993,5th Block Hbr Layout,3600.0,5,130.0,5,3
7994,Raja Rajeshwari Nagar,1700.0,2,86.0,3,184
7995,Devanahalli,1975.0,2,62.425,2,65
7996,Dasarahalli,1333.0,2,86.65,2,64
7997,Electronic City,1258.0,2,85.5,2,74
7998,other,1458.0,2,87.0,3,230
7999,Electronic City,1386.0,2,85.0,2,74
8000,Electronic City,550.0,1,27.0,1,74
8001,Lakshminarayana Pura,1200.0,2,83.0,2,153
8002,other,1081.0,2,39.0,2,230
8003,Whitefield,2135.0,3,149.0,4,224
8004,Whitefield,2500.0,4,100.0,4,224
8005,other,1178.0,2,80.0,2,230
8006,Devarachikkanahalli,991.0,2,40.0,2,66
8007,Gottigere,1493.0,2,90.0,3,82
8008,Subramanyapura,2495.0,3,130.0,3,205
8009,Kammasandra,1080.0,2,31.99,2,125
8010,Dasanapura,814.0,2,53.0,2,63
8011,Electronic City,1025.0,2,50.0,2,74
8012,Whitefield,3075.0,2,188.0,4,224
8013,other,1175.0,2,52.86,2,230
8014,Hebbal,4235.0,5,364.0,4,92
8015,KR Puram,1100.0,2,45.0,2,115
8016,Banashankari,1450.0,2,50.75,2,26
8017,6th Phase JP Nagar,1810.0,3,131.0,3,5
8018,other,1426.0,2,71.0,3,230
8019,Sector 7 HSR Layout,2400.0,2,195.0,3,197
8020,Kalyan nagar,1100.0,2,70.0,2,122
8021,Electronic City Phase II,650.0,1,35.0,1,75
8022,Kaikondrahalli,900.0,2,27.0,2,120
8023,Billekahalli,1360.0,2,110.0,2,44
8024,Yeshwanthpur,674.0,1,36.85,1,229
8025,Whitefield,1655.0,3,110.0,3,224
8026,other,1300.0,2,95.0,2,230
8027,other,936.0,1,53.0,1,230
8028,other,1277.0,2,92.0,2,230
8029,other,1200.0,2,54.0,2,230
8030,Hormavu,1015.0,2,39.08,2,100
8031,Budigere,1153.0,2,60.0,2,52
8032,Kengeri,1035.0,2,51.5,2,135
8033,KR Puram,3300.0,3,255.0,5,115
8034,Uttarahalli,1150.0,2,46.0,2,216
8035,Malleshwaram,1020.0,2,80.0,2,160
8036,Old Madras Road,5530.0,6,212.5,4,177
8037,8th Phase JP Nagar,1160.0,2,95.0,2,7
8038,Brookefield,1225.0,2,72.0,2,51
8039,other,1350.0,3,60.0,3,230
8040,Channasandra,830.0,2,36.28,2,56
8041,Jalahalli,905.0,2,55.0,2,111
8042,Vijayanagar,1375.0,2,75.0,3,220
8043,Electronic City,1140.0,2,33.84,2,74
8044,Hormavu,1550.0,2,60.0,3,100
8045,Kannamangala,957.0,2,55.0,2,128
8046,9th Phase JP Nagar,890.0,2,45.0,2,8
8047,KR Puram,3000.0,4,235.0,4,115
8048,other,2400.0,5,150.0,5,230
8049,Rachenahalli,925.0,2,37.0,2,183
8050,Kammasandra,1415.0,2,60.0,2,125
8051,Thanisandra,1225.0,2,37.0,2,209
8052,Hennur Road,2000.0,4,90.0,4,96
8053,Whitefield,840.0,1,57.0,1,224
8054,Thanisandra,1732.0,3,112.0,3,209
8055,other,1200.0,1,45.0,1,230
8056,Bhoganhalli,1260.0,2,69.9,2,43
8057,other,1092.0,2,49.0,2,230
8058,other,827.0,2,34.0,2,230
8059,Chamrajpet,650.0,1,40.0,2,54
8060,Whitefield,1725.0,3,106.0,3,224
8061,Jalahalli,1000.0,2,70.0,2,111
8062,TC Palaya,1350.0,1,55.0,1,207
8063,Bellandur,1717.0,3,110.0,3,40
8064,Kanakpura Road,700.0,2,34.0,2,127
8065,other,800.0,2,32.0,2,230
8066,Sonnenahalli,1415.0,2,65.0,3,204
8067,7th Phase JP Nagar,1976.0,3,145.0,3,6
8068,Kambipura,883.0,2,37.01,2,123
8069,Yelahanka,700.0,1,38.0,1,226
8070,Sarjapur,1445.0,3,50.0,3,193
8071,Battarahalli,2082.0,3,104.0,3,37
8072,Thanisandra,933.0,2,66.0,2,209
8073,Electronic City Phase II,1155.0,2,57.0,2,75
8074,Bannerghatta,1200.0,2,73.2,2,33
8075,other,1055.0,2,43.0,2,230
8076,Rajaji Nagar,1555.0,3,125.0,3,185
8077,Bellandur,1420.0,3,62.0,3,40
8078,Bhoganhalli,896.9,2,78.74,2,43
8079,KR Puram,1035.0,2,40.0,2,115
8080,other,1839.0,3,160.0,3,230
8081,Yelahanka New Town,488.0,1,20.0,1,227
8082,other,2760.0,5,140.0,5,230
8083,other,993.0,2,42.0,2,230
8084,Hoodi,1225.0,2,45.0,2,97
8085,Sompura,825.0,2,32.0,2,203
8086,Electronic City Phase II,1800.0,3,92.0,3,75
8087,Kanakpura Road,1167.0,2,63.0,2,127
8088,Sarjapur,1150.0,2,41.0,2,193
8089,other,650.0,1,50.0,1,230
8090,Sarjapur  Road,675.0,1,27.0,1,194
8091,other,2260.0,3,90.0,2,230
8092,other,1050.0,1,32.39,1,230
8093,Yelahanka New Town,1100.0,2,58.0,2,227
8094,other,550.0,1,20.0,2,230
8095,Uttarahalli,1330.0,2,58.0,3,216
8096,other,2400.0,5,75.0,6,230
8097,Banashankari,1770.0,3,108.0,3,26
8098,Prithvi Layout,2100.0,3,125.0,3,181
8099,Pai Layout,1000.0,2,42.0,2,179
8100,Ramamurthy Nagar,2916.0,5,230.0,4,188
8101,Kanakpura Road,1419.59,2,65.0,3,127
8102,Kodihalli,1400.0,3,81.0,3,141
8103,Horamavu Agara,750.0,2,37.49,2,98
8104,Bannerghatta,1070.0,2,87.0,2,33
8105,Kannamangala,1536.0,3,107.0,3,128
8106,JP Nagar,2400.0,3,196.0,3,109
8107,Sarjapur  Road,2582.5,2,102.92,3,194
8108,Electronic City,1342.0,2,72.0,2,74
8109,other,1600.0,3,130.0,3,230
8110,Kanakapura,938.0,1,50.0,1,126
8111,Budigere,1820.0,3,99.0,3,52
8112,Bhoganhalli,2439.0,4,170.0,4,43
8113,Kanakpura Road,1665.0,3,78.0,3,127
8114,Basavangudi,1850.0,3,150.0,3,35
8115,Bommanahalli,1091.0,2,40.0,2,47
8116,Brookefield,3675.0,4,176.0,4,51
8117,JP Nagar,1060.0,2,33.95,2,109
8118,Whitefield,1059.0,2,57.0,2,224
8119,Hebbal,1299.0,2,97.0,2,92
8120,Yelahanka,1491.0,3,85.0,3,226
8121,Basaveshwara Nagar,1200.0,2,85.0,2,36
8122,Yelahanka,2088.0,5,110.0,4,226
8123,Hulimavu,581.0,1,29.0,1,105
8124,other,1296.0,2,70.0,2,230
8125,other,1125.0,2,55.0,2,230
8126,Electronic City,1275.0,3,70.0,3,74
8127,Kothanur,1095.0,2,55.0,2,146
8128,Old Madras Road,1330.0,2,74.0,2,177
8129,Marathahalli,1135.0,2,60.0,2,161
8130,Whitefield,516.0,1,39.0,1,224
8131,other,1194.0,2,51.0,2,230
8132,Electronic City,770.0,1,38.0,2,74
8133,Sarjapur  Road,3930.0,5,330.0,4,194
8134,Chikkalasandra,1355.0,3,54.2,3,59
8135,Harlur,2569.0,4,175.0,4,91
8136,Bhoganhalli,1707.0,3,115.0,3,43
8137,Sultan Palaya,1070.0,2,49.0,2,206
8138,Whitefield,6000.0,4,410.0,4,224
8139,Tumkur Road,1240.0,2,83.0,3,214
8140,JP Nagar,1300.0,2,91.65,2,109
8141,Ambalipura,1700.0,2,76.0,2,12
8142,Yeshwanthpur,1383.0,2,76.18,3,229
8143,other,3000.0,4,170.0,5,230
8144,Hulimavu,935.0,2,45.0,2,105
8145,Thigalarapalya,2072.0,4,151.0,3,210
8146,KR Puram,1116.0,2,45.0,2,115
8147,Whitefield,1639.0,3,107.0,3,224
8148,Marathahalli,1839.0,3,130.0,3,161
8149,other,1300.0,2,63.0,2,230
8150,Horamavu Agara,625.0,1,27.0,1,98
8151,Thanisandra,933.0,1,61.0,1,209
8152,Hosur Road,2289.0,3,180.0,3,104
8153,Ramamurthy Nagar,2316.0,3,125.0,3,188
8154,Electronic City,1005.0,2,39.77,2,74
8155,Horamavu Agara,1080.0,2,38.0,2,98
8156,Vishwapriya Layout,910.0,2,36.0,2,222
8157,Hormavu,1200.0,2,73.0,2,100
8158,Electronic City,1110.0,2,39.9,2,74
8159,Kothanur,1142.0,2,56.0,2,146
8160,2nd Stage Nagarbhavi,4000.0,4,240.0,5,2
8161,AECS Layout,1005.0,2,55.0,2,9
8162,other,1626.6,3,133.0,3,230
8163,Kothanur,1074.0,2,54.0,2,146
8164,Basavangudi,1230.0,2,80.0,2,35
8165,Electronic City,660.0,1,23.0,2,74
8166,other,1007.0,2,48.0,2,230
8167,other,1050.0,6,74.0,4,230
8168,Whitefield,1820.0,3,113.0,3,224
8169,other,1348.0,2,100.0,2,230
8170,Kasavanhalli,1230.0,2,66.25,2,130
8171,Horamavu Agara,1176.0,2,37.62,3,98
8172,Frazer Town,1200.0,2,78.0,2,77
8173,other,1298.0,2,65.0,2,230
8174,Kothanur,1285.0,2,60.0,2,146
8175,Electronic City,1644.0,3,92.59,3,74
8176,Kasavanhalli,1819.0,3,150.0,3,130
8177,1st Phase JP Nagar,1205.0,2,85.0,2,1
8178,Raja Rajeshwari Nagar,1270.0,2,62.0,2,184
8179,9th Phase JP Nagar,1240.0,2,39.89,3,8
8180,Jigani,1221.0,3,70.0,3,113
8181,other,840.0,2,35.0,3,230
8182,Kanakpura Road,1339.0,2,63.0,2,127
8183,Thigalarapalya,4303.0,5,300.0,4,210
8184,Haralur Road,1315.0,2,85.0,2,90
8185,Raja Rajeshwari Nagar,1250.0,2,68.0,2,184
8186,Bisuvanahalli,850.0,2,27.0,2,46
8187,7th Phase JP Nagar,1600.0,2,110.0,3,6
8188,Electronic City,1250.0,2,62.0,2,74
8189,other,1312.0,2,56.5,3,230
8190,Kadugodi,3000.0,4,134.0,4,117
8191,Whitefield,1990.0,3,98.0,3,224
8192,other,760.0,2,38.5,2,230
8193,Kadugodi,1614.0,2,59.0,3,117
8194,other,1182.0,2,60.1,3,230
8195,other,1053.0,2,46.29,2,230
8196,Gubbalala,2000.0,3,125.0,3,84
8197,Electronic City Phase II,1940.0,4,116.0,3,75
8198,Hennur Road,1590.0,3,105.0,3,96
8199,other,1035.0,2,52.79,2,230
8200,Raja Rajeshwari Nagar,1260.0,2,62.0,3,184
8201,Thanisandra,1702.0,3,107.0,3,209
8202,Bisuvanahalli,1080.0,2,65.0,3,46
8203,Kasavanhalli,1189.0,2,45.0,2,130
8204,Tumkur Road,1035.0,2,39.0,2,214
8205,Hennur Road,1200.0,2,36.0,2,96
8206,Yelahanka,1330.0,2,93.65,2,226
8207,Kaggalipura,1210.0,2,65.0,3,119
8208,Chikkalasandra,1350.0,2,54.2,3,59
8209,Kaval Byrasandra,1900.0,2,65.0,3,133
8210,Ambedkar Nagar,1935.0,4,125.0,3,13
8211,other,1410.0,3,90.0,3,230
8212,other,1469.0,2,99.14,2,230
8213,Varthur,986.0,2,30.0,2,217
8214,other,1460.0,2,87.0,3,230
8215,Chandapura,1345.0,2,39.5,3,55
8216,Panathur,980.0,2,57.0,2,180
8217,Kudlu Gate,1164.0,2,75.0,2,148
8218,Subramanyapura,929.0,1,51.0,2,205
8219,Kundalahalli,1065.0,2,70.0,2,150
8220,Budigere,1747.0,2,56.725,2,52
8221,other,3000.0,3,265.0,3,230
8222,Electronic City,1020.0,2,30.27,2,74
8223,Yeshwanthpur,672.0,1,36.85,1,229
8224,Brookefield,1746.0,3,115.0,3,51
8225,other,1250.0,2,65.0,2,230
8226,Thanisandra,1188.0,2,39.0,2,209
8227,Whitefield,3565.0,4,218.0,4,224
8228,Marathahalli,1170.0,2,85.0,2,161
8229,other,1800.0,3,150.0,3,230
8230,other,1000.0,2,35.0,2,230
8231,Kasturi Nagar,2507.0,4,155.0,4,131
8232,Babusapalaya,1061.0,2,34.0,2,24
8233,KR Puram,1290.0,2,69.0,2,115
8234,Sarjapur,1200.0,2,42.6,2,193
8235,Bharathi Nagar,1120.0,2,39.29,2,42
8236,Electronic City,418.0,1,12.0,1,74
8237,Sarjapur,1333.0,3,50.0,3,193
8238,Thanisandra,1089.0,1,34.355,1,209
8239,Thanisandra,2030.0,4,125.0,3,209
8240,Balagere,1012.0,2,70.0,2,25
8241,Kudlu,1245.0,2,60.0,3,147
8242,7th Phase JP Nagar,1765.0,3,118.0,3,6
8243,Gottigere,1110.0,2,36.25,2,82
8244,other,967.0,2,47.8,2,230
8245,Sarjapur,1044.0,2,36.0,2,193
8246,Brookefield,1518.0,3,80.0,3,51
8247,KR Puram,1300.0,2,57.0,3,115
8248,other,1798.0,3,73.0,3,230
8249,KR Puram,866.28,2,36.38,2,115
8250,Whitefield,3410.0,5,253.0,4,224
8251,Singasandra,1179.0,2,56.0,2,201
8252,Haralur Road,1976.0,3,92.0,3,90
8253,5th Phase JP Nagar,1190.0,2,61.8,2,4
8254,Jakkur,1761.0,3,84.52,3,110
8255,Cooke Town,1700.0,3,120.0,3,61
8256,Ramamurthy Nagar,900.0,4,70.0,4,188
8257,Electronic City,1128.0,2,64.8,2,74
8258,Electronic City,1220.0,2,35.25,3,74
8259,other,509.0,1,20.0,1,230
8260,Ambedkar Nagar,1852.0,4,122.0,3,13
8261,Varthur,1045.0,2,40.65,2,217
8262,other,3535.0,4,215.0,4,230
8263,other,1800.0,3,82.0,4,230
8264,Hebbal Kempapura,1436.0,2,75.0,3,93
8265,other,1397.0,2,52.0,3,230
8266,Kothanur,1140.0,2,56.0,2,146
8267,Balagere,645.0,1,55.0,1,25
8268,other,2050.0,3,135.0,3,230
8269,Sarjapur  Road,1335.0,2,95.0,2,194
8270,Thanisandra,1140.0,2,59.0,2,209
8271,Thanisandra,663.0,1,46.0,1,209
8272,Kanakpura Road,1450.0,3,60.9,3,127
8273,Kodichikkanahalli,1400.0,3,66.0,3,138
8274,other,1339.0,2,53.56,2,230
8275,Electronic City,1220.0,2,35.23,3,74
8276,other,1305.0,2,52.0,2,230
8277,Green Glen Layout,1740.0,3,80.0,3,83
8278,Anekal,680.0,1,21.0,2,17
8279,Bannerghatta Road,1154.0,2,47.0,2,34
8280,Munnekollal,1200.0,2,40.0,2,164
8281,Hennur,1155.0,2,54.5,2,95
8282,Sarjapur  Road,1525.0,2,63.0,3,194
8283,Hebbal,2470.0,5,192.0,4,92
8284,Padmanabhanagar,1100.0,2,60.0,2,178
8285,Hormavu,1250.0,2,65.0,2,100
8286,Kothanur,1400.0,2,70.0,2,146
8287,other,1600.0,3,100.0,3,230
8288,Electronic City,1060.0,2,55.0,2,74
8289,Horamavu Banaswadi,1272.0,2,50.0,2,99
8290,Kanakpura Road,1296.0,2,105.0,2,127
8291,Karuna Nagar,1945.0,3,115.0,3,129
8292,Chandapura,1033.0,2,30.47,3,55
8293,other,2300.0,2,69.0,3,230
8294,other,1235.0,2,52.76,2,230
8295,other,850.0,2,42.5,2,230
8296,Subramanyapura,1880.0,3,110.0,3,205
8297,Kenchenahalli,1060.0,2,52.0,2,134
8298,Hennur Road,2041.0,3,138.0,3,96
8299,other,1150.0,2,39.0,2,230
8300,LB Shastri Nagar,1184.0,2,62.0,2,151
8301,Sarjapur  Road,1680.0,3,126.0,3,194
8302,Thanisandra,1411.0,3,100.0,3,209
8303,Hosa Road,900.0,5,55.0,5,101
8304,Thanisandra,1702.0,3,120.0,3,209
8305,Yelahanka,1185.0,2,45.0,2,226
8306,Kanakpura Road,1300.0,3,64.0,3,127
8307,other,1545.0,3,65.0,3,230
8308,Jigani,1300.0,3,55.0,3,113
8309,JP Nagar,1107.0,2,57.0,2,109
8310,Old Madras Road,1720.0,3,106.0,3,177
8311,Bannerghatta Road,1000.0,2,44.5,2,34
8312,Electronic City,710.0,1,40.42,1,74
8313,other,3200.0,4,270.0,4,230
8314,Bannerghatta Road,1250.0,2,48.0,2,34
8315,Kaggadasapura,2400.0,4,130.0,5,118
8316,Hegde Nagar,1584.01,3,104.0,3,94
8317,Kammasandra,1200.0,6,60.0,4,125
8318,Kaggadasapura,1485.0,2,70.0,3,118
8319,Hennur Road,1100.0,2,78.0,3,96
8320,8th Phase JP Nagar,1245.0,2,59.0,2,7
8321,Hennur Road,1880.0,4,154.0,4,96
8322,other,1050.0,2,45.0,2,230
8323,Bannerghatta Road,1640.0,3,105.0,3,34
8324,other,1165.0,2,65.0,2,230
8325,Kengeri Satellite Town,1110.0,2,43.0,2,136
8326,Uttarahalli,4500.0,4,150.0,4,216
8327,other,1200.0,1,42.0,2,230
8328,Jalahalli,1704.0,3,94.36,3,111
8329,7th Phase JP Nagar,1275.0,2,88.0,3,6
8330,Sarjapur  Road,1222.0,2,68.0,3,194
8331,Electronic City,1000.0,2,29.95,2,74
8332,Yelahanka,1517.0,3,71.28,3,226
8333,Horamavu Agara,1166.0,2,37.29,2,98
8334,Electronic City,870.0,2,24.0,2,74
8335,5th Phase JP Nagar,4000.0,5,170.0,5,4
8336,Yelahanka,3019.0,6,190.0,4,226
8337,Whitefield,1345.0,3,58.0,3,224
8338,Dommasandra,900.0,3,75.0,3,72
8339,EPIP Zone,3800.0,5,170.0,4,73
8340,Chandapura,971.0,2,38.0,3,55
8341,EPIP Zone,1810.0,2,65.0,2,73
8342,other,1300.0,2,58.0,2,230
8343,Thanisandra,1185.0,2,45.0,2,209
8344,other,1350.0,2,68.0,2,230
8345,Budigere,2345.0,3,76.16,3,52
8346,Somasundara Palya,1650.0,3,126.0,3,202
8347,other,1645.0,3,87.0,3,230
8348,Hennur Road,1748.0,3,103.0,3,96
8349,Kengeri Satellite Town,1170.0,2,50.0,2,136
8350,Sarjapur  Road,3420.0,4,225.0,4,194
8351,Hulimavu,1320.0,2,65.0,3,105
8352,Sarjapur  Road,1510.0,2,110.0,3,194
8353,other,2700.0,7,110.0,6,230
8354,other,1305.0,2,45.68,3,230
8355,Mahadevpura,1500.0,2,70.0,3,156
8356,Thanisandra,1948.0,4,129.0,4,209
8357,Margondanahalli,1448.0,3,70.0,3,162
8358,Sarjapur  Road,1242.0,2,78.0,2,194
8359,Sonnenahalli,1268.0,2,58.0,2,204
8360,Ramamurthy Nagar,1101.0,2,50.0,2,188
8361,other,1255.0,2,65.0,2,230
8362,Hosa Road,1089.0,2,32.67,2,101
8363,other,1650.0,2,140.0,4,230
8364,Kaggalipura,950.0,2,45.0,2,119
8365,HBR Layout,1068.0,2,43.0,2,87
8366,Yelahanka New Town,860.0,1,31.0,2,227
8367,Yelahanka,1756.0,3,66.73,3,226
8368,Whitefield,1205.0,2,41.0,2,224
8369,Hormavu,1604.0,3,68.0,3,100
8370,Ananth Nagar,1010.0,2,38.0,2,16
8371,Doddakallasandra,1010.0,2,41.0,2,69
8372,Yelahanka,1050.0,2,33.1,2,226
8373,Bannerghatta Road,1656.0,2,62.93,3,34
8374,other,1451.0,3,68.0,3,230
8375,JP Nagar,1250.0,2,93.0,2,109
8376,other,4395.0,3,240.0,3,230
8377,Sonnenahalli,1340.0,2,42.0,3,204
8378,other,1100.0,2,38.5,2,230
8379,Devarachikkanahalli,1700.0,3,71.0,3,66
8380,KR Puram,1096.0,2,43.0,2,115
8381,other,1936.0,3,139.0,3,230
8382,Nehru Nagar,1269.0,2,63.0,3,174
8383,Panathur,1586.0,3,125.0,3,180
8384,Kanakpura Road,1452.0,3,56.5,3,127
8385,Hosa Road,1538.0,3,107.0,3,101
8386,other,935.0,2,40.0,2,230
8387,other,1220.0,2,65.0,2,230
8388,Harlur,1197.0,2,77.0,2,91
8389,Varthur,674.0,1,19.9,2,217
8390,Kengeri,410.0,1,15.0,1,135
8391,Thanisandra,1573.0,3,90.0,3,209
8392,Dodda Nekkundi,1135.0,2,58.0,2,67
8393,other,1400.0,2,40.43,3,230
8394,other,1200.0,1,65.0,1,230
8395,other,1800.0,3,95.0,3,230
8396,other,2045.0,3,108.0,3,230
8397,Sonnenahalli,1268.0,2,56.0,2,204
8398,Yelahanka,1600.0,3,100.0,3,226
8399,Thanisandra,1056.0,2,70.0,2,209
8400,Whitefield,4500.0,4,330.0,4,224
8401,KR Puram,1204.0,2,58.0,2,115
8402,other,1410.0,2,54.0,3,230
8403,Hennur Road,1460.0,2,80.3,2,96
8404,Dodda Nekkundi,1100.0,2,41.18,2,67
8405,other,1310.0,2,88.0,2,230
8406,Sector 2 HSR Layout,1600.0,3,90.0,3,196
8407,other,1250.0,2,55.0,2,230
8408,Sarjapur  Road,1665.0,3,74.93,3,194
8409,Singasandra,1416.0,2,67.0,2,201
8410,Jigani,1231.0,3,58.0,3,113
8411,Yelahanka,1664.0,3,73.95,3,226
8412,TC Palaya,2000.0,3,76.0,3,207
8413,Rajiv Nagar,972.0,2,43.0,2,186
8414,other,4500.0,4,345.0,4,230
8415,Bellandur,1185.0,2,47.39,2,40
8416,Green Glen Layout,1750.0,3,81.0,3,83
8417,Balagere,1007.0,2,68.0,2,25
